"_id","城市","城市_","省份","省份_"
"643e3b3441bbf2c91504b99c","南开","nankaiqu","天津","tianjin"
"643e3b3441bbf2c91504b99d","滨海","binhaixinqu","天津","tianjin"
"643e3b3441bbf2c91504b99e","安庆","anqing","安徽","anhui"
"643e3b3441bbf2c91504b99f","枞阳","zongyang","安徽","anhui"
"643e3b3441bbf2c91504b9a0","太湖","taihu","安徽","anhui"
"643e3b3441bbf2c91504b9a1","潜山","qianshan","安徽","anhui"
"643e3b3441bbf2c91504b9a2","怀宁","huaining","安徽","anhui"
"643e3b3441bbf2c91504b9a3","宿松","susong","安徽","anhui"
"643e3b3441bbf2c91504b9a4","望江","wangjiang","安徽","anhui"
"643e3b3441bbf2c91504b9a5","岳西","yuexi","安徽","anhui"
"643e3b3441bbf2c91504b9a6","桐城","tongcheng1","安徽","anhui"
"643e3b3441bbf2c91504b9a7","迎江","yingjiangqu","安徽","anhui"
"643e3b3441bbf2c91504b9a8","宜秀","yixiuqu","安徽","anhui"
"643e3b3441bbf2c91504b9a9","大观","daguanqu","安徽","anhui"
"643e3b3441bbf2c91504b9aa","蚌埠","bengbu","安徽","anhui"
"643e3b3441bbf2c91504b9ab","怀远","huaiyuan","安徽","anhui"
"643e3b3441bbf2c91504b9ac","固镇","guzhen","安徽","anhui"
"643e3b3441bbf2c91504b9ad","五河","wuhe","安徽","anhui"
"643e3b3441bbf2c91504b9ae","龙子湖","longzihu","安徽","anhui"
"643e3b3441bbf2c91504b9af","禹会","yuhuiqu","安徽","anhui"
"643e3b3441bbf2c91504b9b0","淮上","huaishangqu","安徽","anhui"
"643e3b3441bbf2c91504b9b1","蚌山","bengshanqu","安徽","anhui"
"643e3b3441bbf2c91504b9b2","亳州","bozhou2","安徽","anhui"
"643e3b3441bbf2c91504b9b3","涡阳","guoyang","安徽","anhui"
"643e3b3441bbf2c91504b9b4","利辛","lixin","安徽","anhui"
"643e3b3441bbf2c91504b9b5","蒙城","mengcheng","安徽","anhui"
"643e3b3441bbf2c91504b9b6","谯城","qiaochengqu","安徽","anhui"
"643e3b3441bbf2c91504b9b7","巢湖","chaohu","安徽","anhui"
"643e3b3441bbf2c91504b9b8","庐江","lujiang","安徽","anhui"
"643e3b3441bbf2c91504b9b9","无为","wuwei1","安徽","anhui"
"643e3b3441bbf2c91504b9ba","含山","hanshan","安徽","anhui"
"643e3b3441bbf2c91504b9bb","和县","hexian","安徽","anhui"
"643e3b3441bbf2c91504b9bc","池州","chizhou","安徽","anhui"
"643e3b3441bbf2c91504b9bd","东至","dongzhi","安徽","anhui"
"643e3b3441bbf2c91504b9be","青阳","qingyang1","安徽","anhui"
"643e3b3441bbf2c91504b9bf","九华山","jiuhuashan","安徽","anhui"
"643e3b3441bbf2c91504b9c0","石台","shitai","安徽","anhui"
"643e3b3441bbf2c91504b9c1","贵池","guichiqu","安徽","anhui"
"643e3b3441bbf2c91504b9c2","滁州","chuzhou1","安徽","anhui"
"643e3b3441bbf2c91504b9c3","凤阳","fengyang","安徽","anhui"
"643e3b3441bbf2c91504b9c4","明光","mingguang","安徽","anhui"
"643e3b3441bbf2c91504b9c5","定远","dingyuan","安徽","anhui"
"643e3b3441bbf2c91504b9c6","全椒","quanjiao","安徽","anhui"
"643e3b3441bbf2c91504b9c7","来安","laian","安徽","anhui"
"643e3b3441bbf2c91504b9c8","天长","tianchang","安徽","anhui"
"643e3b3441bbf2c91504b9c9","琅琊","langyaqu","安徽","anhui"
"643e3b3441bbf2c91504b9ca","南谯","nanqiaoqu","安徽","anhui"
"643e3b3441bbf2c91504b9cb","阜阳","fuyang1","安徽","anhui"
"643e3b3441bbf2c91504b9cc","阜南","funan","安徽","anhui"
"643e3b3441bbf2c91504b9cd","颍上","yingshang","安徽","anhui"
"643e3b3441bbf2c91504b9ce","临泉","linquan","安徽","anhui"
"643e3b3441bbf2c91504b9cf","界首","jieshou","安徽","anhui"
"643e3b3441bbf2c91504b9d0","太和","taihe","安徽","anhui"
"643e3b3441bbf2c91504b9d1","颍州","yingzhouqu","安徽","anhui"
"643e3b3441bbf2c91504b9d2","颍泉","yingquanqu","安徽","anhui"
"643e3b3441bbf2c91504b9d3","颍东","yingdongqu","安徽","anhui"
"643e3b3441bbf2c91504b9d4","合肥","hefei","安徽","anhui"
"643e3b3441bbf2c91504b9d5","长丰","changfeng","安徽","anhui"
"643e3b3441bbf2c91504b9d6","肥东","feidong","安徽","anhui"
"643e3b3441bbf2c91504b9d7","肥西","feixi","安徽","anhui"
"643e3b3441bbf2c91504b9d8","庐阳","luyang","安徽","anhui"
"643e3b3441bbf2c91504b9d9","居巢","juchaoqu","安徽","anhui"
"643e3b3441bbf2c91504b9da","瑶海","yaohai","安徽","anhui"
"643e3b3441bbf2c91504b9db","包河","baohequ","安徽","anhui"
"643e3b3441bbf2c91504b9dc","蜀山","shushanqu","安徽","anhui"
"643e3b3441bbf2c91504b9dd","淮北","huaibei","安徽","anhui"
"643e3b3441bbf2c91504b9de","濉溪","suixi","安徽","anhui"
"643e3b3441bbf2c91504b9df","烈山","lieshan","安徽","anhui"
"643e3b3441bbf2c91504b9e0","杜集","dujiqu","安徽","anhui"
"643e3b3441bbf2c91504b9e1","相山","xiangshanqu","安徽","anhui"
"643e3b3441bbf2c91504b9e2","淮南","huainan","安徽","anhui"
"643e3b3441bbf2c91504b9e3","凤台","fengtai1","安徽","anhui"
"643e3b3441bbf2c91504b9e4","潘集","panji","安徽","anhui"
"643e3b3441bbf2c91504b9e5","大通","datongqu","安徽","anhui"
"643e3b3441bbf2c91504b9e6","谢家集","xiejiajiqu","安徽","anhui"
"643e3b3441bbf2c91504b9e7","田家庵","tianjiaanqu","安徽","anhui"
"643e3b3441bbf2c91504b9e8","八公山","bagong-mountainqu","安徽","anhui"
"643e3b3441bbf2c91504b9e9","黄山","huangshan","安徽","anhui"
"643e3b3441bbf2c91504b9ea","黄山区","huangshanqu","安徽","anhui"
"643e3b3441bbf2c91504b9eb","屯溪","tunxi","安徽","anhui"
"643e3b3441bbf2c91504b9ec","祁门","qimen","安徽","anhui"
"643e3b3441bbf2c91504b9ed","黟县","yixian2","安徽","anhui"
"643e3b3441bbf2c91504b9ee","歙县","shexian2","安徽","anhui"
"643e3b3441bbf2c91504b9ef","休宁","xiuning","安徽","anhui"
"643e3b3441bbf2c91504b9f0","黄山风景","huangshanfengjingqu","安徽","anhui"
"643e3b3441bbf2c91504b9f1","徽州","huizhouqu","安徽","anhui"
"643e3b3441bbf2c91504b9f2","六安","luan","安徽","anhui"
"643e3b3441bbf2c91504b9f3","霍邱","huoqiu","安徽","anhui"
"643e3b3441bbf2c91504b9f4","寿县","shouxian","安徽","anhui"
"643e3b3441bbf2c91504b9f5","叶集","yejiqu","安徽","anhui"
"643e3b3441bbf2c91504b9f6","金寨","jinzhai","安徽","anhui"
"643e3b3441bbf2c91504b9f7","霍山","huoshan","安徽","anhui"
"643e3b3441bbf2c91504b9f8","舒城","shucheng","安徽","anhui"
"643e3b3441bbf2c91504b9f9","裕安","yuan","安徽","anhui"
"643e3b3441bbf2c91504b9fa","金安","jinanqu","安徽","anhui"
"643e3b3441bbf2c91504b9fb","马鞍山","maanshan","安徽","anhui"
"643e3b3441bbf2c91504b9fc","当涂","dangtu","安徽","anhui"
"643e3b3441bbf2c91504b9fd","雨山","yushanqu","安徽","anhui"
"643e3b3441bbf2c91504b9fe","金家庄","jinjiazhuangqu","安徽","anhui"
"643e3b3441bbf2c91504b9ff","花山","huashanqu","安徽","anhui"
"643e3b3441bbf2c91504ba00","博望","bowang","安徽","anhui"
"643e3b3441bbf2c91504ba01","宿州","suzhou1","安徽","anhui"
"643e3b3441bbf2c91504ba02","砀山","dangshan","安徽","anhui"
"643e3b3441bbf2c91504ba03","灵璧","lingbi","安徽","anhui"
"643e3b3441bbf2c91504ba04","泗县","sixian","安徽","anhui"
"643e3b3441bbf2c91504ba05","萧县","xiaoxian","安徽","anhui"
"643e3b3441bbf2c91504ba06","埇桥","yongqiaoqu","安徽","anhui"
"643e3b3441bbf2c91504ba07","铜陵","tongling","安徽","anhui"
"643e3b3441bbf2c91504ba08","铜官山","tongguanshanqu","安徽","anhui"
"643e3b3441bbf2c91504ba09","狮子山","shizishanqu","安徽","anhui"
"643e3b3441bbf2c91504ba0a","铜陵","tonglingjiaoqu","安徽","anhui"
"643e3b3441bbf2c91504ba0b","铜官","tongguanqu","安徽","anhui"
"643e3b3441bbf2c91504ba0c","义安","yianqu","安徽","anhui"
"643e3b3441bbf2c91504ba0d","芜湖","wuhu","安徽","anhui"
"643e3b3441bbf2c91504ba0e","繁昌","fanchang","安徽","anhui"
"643e3b3441bbf2c91504ba0f","芜湖","wuhuxian","安徽","anhui"
"643e3b3441bbf2c91504ba10","南陵","nanling","安徽","anhui"
"643e3b3441bbf2c91504ba11","鸠江","jiujiangqu","安徽","anhui"
"643e3b3441bbf2c91504ba12","镜湖","jinghuqu","安徽","anhui"
"643e3b3441bbf2c91504ba13","弋江","yijiangqu","安徽","anhui"
"643e3b3441bbf2c91504ba14","三山","sanshanqu","安徽","anhui"
"643e3b3441bbf2c91504ba15","宣城","xuancheng","安徽","anhui"
"643e3b3441bbf2c91504ba16","泾县","jingxian1","安徽","anhui"
"643e3b3441bbf2c91504ba17","旌德","jingde","安徽","anhui"
"643e3b3441bbf2c91504ba18","宁国","ningguo","安徽","anhui"
"643e3b3441bbf2c91504ba19","绩溪","jixi1","安徽","anhui"
"643e3b3441bbf2c91504ba1a","广德","guangde","安徽","anhui"
"643e3b3441bbf2c91504ba1b","郎溪","langxi","安徽","anhui"
"643e3b3441bbf2c91504ba1c","宣州","xuanzhouqu","安徽","anhui"
"643e3b3441bbf2c91504ba1d","钓鱼岛","diaoyudao","福建","fujian"
"643e3b3441bbf2c91504ba1e","福州","fuzhou","福建","fujian"
"643e3b3441bbf2c91504ba1f","闽清","minqing","福建","fujian"
"643e3b3441bbf2c91504ba20","闽侯","minhou","福建","fujian"
"643e3b3441bbf2c91504ba21","罗源","luoyuan","福建","fujian"
"643e3b3441bbf2c91504ba22","连江","lianjiang","福建","fujian"
"643e3b3441bbf2c91504ba23","永泰","yongtai","福建","fujian"
"643e3b3441bbf2c91504ba24","平潭","pingtan","福建","fujian"
"643e3b3441bbf2c91504ba25","长乐","changle1","福建","fujian"
"643e3b3441bbf2c91504ba26","福清","fuqing","福建","fujian"
"643e3b3441bbf2c91504ba27","晋安","jinan1","福建","fujian"
"643e3b3441bbf2c91504ba28","仓山","cangshanqu","福建","fujian"
"643e3b3441bbf2c91504ba29","台江","taijiangqu","福建","fujian"
"643e3b3441bbf2c91504ba2a","马尾","maweiqu","福建","fujian"
"643e3b3441bbf2c91504ba2b","龙岩","longyan","福建","fujian"
"643e3b3441bbf2c91504ba2c","长汀","changting","福建","fujian"
"643e3b3441bbf2c91504ba2d","连城","liancheng","福建","fujian"
"643e3b3441bbf2c91504ba2e","武平","wuping","福建","fujian"
"643e3b3441bbf2c91504ba2f","上杭","shanghang","福建","fujian"
"643e3b3441bbf2c91504ba30","永定","yongding","福建","fujian"
"643e3b3441bbf2c91504ba31","漳平","zhangping","福建","fujian"
"643e3b3441bbf2c91504ba32","新罗","xinluoqu","福建","fujian"
"643e3b3441bbf2c91504ba33","南平","nanping","福建","fujian"
"643e3b3441bbf2c91504ba34","顺昌","shunchang","福建","fujian"
"643e3b3441bbf2c91504ba35","光泽","guangze","福建","fujian"
"643e3b3441bbf2c91504ba36","邵武","shaowu","福建","fujian"
"643e3b3441bbf2c91504ba37","武夷山","wuyishan","福建","fujian"
"643e3b3441bbf2c91504ba38","浦城","pucheng1","福建","fujian"
"643e3b3441bbf2c91504ba39","建阳","jianyang","福建","fujian"
"643e3b3441bbf2c91504ba3a","松溪","songxi","福建","fujian"
"643e3b3441bbf2c91504ba3b","政和","zhenghe","福建","fujian"
"643e3b3441bbf2c91504ba3c","建瓯","jianou","福建","fujian"
"643e3b3441bbf2c91504ba3d","延平","yanping","福建","fujian"
"643e3b3441bbf2c91504ba3e","宁德","ningde","福建","fujian"
"643e3b3441bbf2c91504ba3f","古田","gutian","福建","fujian"
"643e3b3441bbf2c91504ba40","霞浦","xiapu","福建","fujian"
"643e3b3441bbf2c91504ba41","寿宁","shouning","福建","fujian"
"643e3b3441bbf2c91504ba42","周宁","zhouning","福建","fujian"
"643e3b3441bbf2c91504ba43","福安","fuan","福建","fujian"
"643e3b3441bbf2c91504ba44","柘荣","zherong","福建","fujian"
"643e3b3441bbf2c91504ba45","福鼎","fuding","福建","fujian"
"643e3b3441bbf2c91504ba46","屏南","pingnan","福建","fujian"
"643e3b3441bbf2c91504ba47","蕉城","jiaochengqu","福建","fujian"
"643e3b3441bbf2c91504ba48","莆田","putian","福建","fujian"
"643e3b3441bbf2c91504ba49","仙游","xianyou","福建","fujian"
"643e3b3441bbf2c91504ba4a","秀屿港","xiuyugang","福建","fujian"
"643e3b3441bbf2c91504ba4b","涵江","hanjiang","福建","fujian"
"643e3b3441bbf2c91504ba4c","秀屿","xiuyu","福建","fujian"
"643e3b3441bbf2c91504ba4d","荔城","licheng1","福建","fujian"
"643e3b3441bbf2c91504ba4e","城厢","chengxiang","福建","fujian"
"643e3b3441bbf2c91504ba4f","泉州","quanzhou","福建","fujian"
"643e3b3441bbf2c91504ba50","安溪","anxi","福建","fujian"
"643e3b3441bbf2c91504ba51","永春","yongchun","福建","fujian"
"643e3b3441bbf2c91504ba52","德化","dehua","福建","fujian"
"643e3b3441bbf2c91504ba53","南安","nanan","福建","fujian"
"643e3b3441bbf2c91504ba54","崇武","chongwu","福建","fujian"
"643e3b3441bbf2c91504ba55","惠安","huian","福建","fujian"
"643e3b3441bbf2c91504ba56","晋江","jinjiang","福建","fujian"
"643e3b3441bbf2c91504ba57","石狮","shishi","福建","fujian"
"643e3b3441bbf2c91504ba58","鲤城","lichengqu","福建","fujian"
"643e3b3441bbf2c91504ba59","丰泽","fengzequ","福建","fujian"
"643e3b3441bbf2c91504ba5a","泉港","quangangqu","福建","fujian"
"643e3b3441bbf2c91504ba5b","洛江","luojiangqu1","福建","fujian"
"643e3b3441bbf2c91504ba5c","金门","jinmen","福建","fujian"
"643e3b3441bbf2c91504ba5d","三明","sanming","福建","fujian"
"643e3b3441bbf2c91504ba5e","宁化","ninghua","福建","fujian"
"643e3b3441bbf2c91504ba5f","清流","qingliu","福建","fujian"
"643e3b3441bbf2c91504ba60","泰宁","taining","福建","fujian"
"643e3b3441bbf2c91504ba61","将乐","jiangle","福建","fujian"
"643e3b3441bbf2c91504ba62","建宁","jianning","福建","fujian"
"643e3b3441bbf2c91504ba63","明溪","mingxi","福建","fujian"
"643e3b3441bbf2c91504ba64","沙县","shaxian1","福建","fujian"
"643e3b3441bbf2c91504ba65","尤溪","youxi","福建","fujian"
"643e3b3441bbf2c91504ba66","永安","yongan","福建","fujian"
"643e3b3441bbf2c91504ba67","大田","datian","福建","fujian"
"643e3b3441bbf2c91504ba68","三元","sanyuanqu","福建","fujian"
"643e3b3441bbf2c91504ba69","梅列","meiliequ","福建","fujian"
"643e3b3441bbf2c91504ba6a","厦门","xiamen","福建","fujian"
"643e3b3441bbf2c91504ba6b","同安","tongan","福建","fujian"
"643e3b3441bbf2c91504ba6c","集美","jimeiqu","福建","fujian"
"643e3b3441bbf2c91504ba6d","湖里","huli","福建","fujian"
"643e3b3441bbf2c91504ba6e","海沧","haicangqu","福建","fujian"
"643e3b3441bbf2c91504ba6f","思明","simingqu","福建","fujian"
"643e3b3441bbf2c91504ba70","翔安","xianganqu","福建","fujian"
"643e3b3441bbf2c91504ba71","漳州","zhangzhou","福建","fujian"
"643e3b3441bbf2c91504ba72","长泰","changtai","福建","fujian"
"643e3b3441bbf2c91504ba73","南靖","nanjing2","福建","fujian"
"643e3b3441bbf2c91504ba74","平和","pinghe","福建","fujian"
"643e3b3441bbf2c91504ba75","龙海","longhai","福建","fujian"
"643e3b3441bbf2c91504ba76","漳浦","zhangpu","福建","fujian"
"643e3b3441bbf2c91504ba77","诏安","zhaoan","福建","fujian"
"643e3b3441bbf2c91504ba78","东山","dongshan","福建","fujian"
"643e3b3441bbf2c91504ba79","云霄","yunxiao","福建","fujian"
"643e3b3441bbf2c91504ba7a","华安","huaan","福建","fujian"
"643e3b3441bbf2c91504ba7b","龙文","longwen","福建","fujian"
"643e3b3441bbf2c91504ba7c","芗城","zhangzhouxiangcheng","福建","fujian"
"643e3b3441bbf2c91504ba7d","白银","baiyin","甘肃","gansu"
"643e3b3441bbf2c91504ba7e","靖远","jingyuan","甘肃","gansu"
"643e3b3441bbf2c91504ba7f","会宁","huining","甘肃","gansu"
"643e3b3441bbf2c91504ba80","平川","pingchuan","甘肃","gansu"
"643e3b3441bbf2c91504ba81","景泰","jingtai","甘肃","gansu"
"643e3b3441bbf2c91504ba82","白银区","baiyinqu","甘肃","gansu"
"643e3b3441bbf2c91504ba83","定西","dingxi","甘肃","gansu"
"643e3b3441bbf2c91504ba84","通渭","tongwei","甘肃","gansu"
"643e3b3441bbf2c91504ba85","陇西","longxi","甘肃","gansu"
"643e3b3441bbf2c91504ba86","渭源","weiyuan","甘肃","gansu"
"643e3b3441bbf2c91504ba87","临洮","lintao","甘肃","gansu"
"643e3b3441bbf2c91504ba88","漳县","zhangxian","甘肃","gansu"
"643e3b3441bbf2c91504ba89","岷县","minxian","甘肃","gansu"
"643e3b3441bbf2c91504ba8a","安定","anding","甘肃","gansu"
"643e3b3441bbf2c91504ba8b","甘南州","gannan","甘肃","gansu"
"643e3b3441bbf2c91504ba8c","合作","hezuo","甘肃","gansu"
"643e3b3441bbf2c91504ba8d","临潭","lintan","甘肃","gansu"
"643e3b3441bbf2c91504ba8e","卓尼","zhuoni","甘肃","gansu"
"643e3b3441bbf2c91504ba8f","舟曲","zhouqu","甘肃","gansu"
"643e3b3441bbf2c91504ba90","迭部","diebu","甘肃","gansu"
"643e3b3441bbf2c91504ba91","玛曲","maqu","甘肃","gansu"
"643e3b3441bbf2c91504ba92","碌曲","luqu","甘肃","gansu"
"643e3b3441bbf2c91504ba93","夏河","xiahe","甘肃","gansu"
"643e3b3441bbf2c91504ba94","嘉峪关","jiayuguan","甘肃","gansu"
"643e3b3441bbf2c91504ba95","金昌","jinchang","甘肃","gansu"
"643e3b3441bbf2c91504ba96","永昌","yongchang","甘肃","gansu"
"643e3b3441bbf2c91504ba97","金川","jinchuanqu","甘肃","gansu"
"643e3b3441bbf2c91504ba98","酒泉","jiuquan","甘肃","gansu"
"643e3b3441bbf2c91504ba99","金塔","jinta","甘肃","gansu"
"643e3b3441bbf2c91504ba9a","阿克塞","akesai","甘肃","gansu"
"643e3b3441bbf2c91504ba9b","瓜州","guazhou","甘肃","gansu"
"643e3b3441bbf2c91504ba9c","肃北","subei","甘肃","gansu"
"643e3b3441bbf2c91504ba9d","玉门","yumen","甘肃","gansu"
"643e3b3441bbf2c91504ba9e","敦煌","dunhuang","甘肃","gansu"
"643e3b3441bbf2c91504ba9f","肃州","suzhouqu","甘肃","gansu"
"643e3b3441bbf2c91504baa0","兰州","lanzhou","甘肃","gansu"
"643e3b3441bbf2c91504baa1","皋兰","gaolan","甘肃","gansu"
"643e3b3441bbf2c91504baa2","永登","yongdeng","甘肃","gansu"
"643e3b3441bbf2c91504baa3","榆中","yuzhong","甘肃","gansu"
"643e3b3441bbf2c91504baa4","城关","chengguan","甘肃","gansu"
"643e3b3441bbf2c91504baa5","七里河","qilihe","甘肃","gansu"
"643e3b3441bbf2c91504baa6","西固","xiguqu","甘肃","gansu"
"643e3b3441bbf2c91504baa7","安宁","anningqu","甘肃","gansu"
"643e3b3441bbf2c91504baa8","红古","honggu","甘肃","gansu"
"643e3b3441bbf2c91504baa9","临夏州","linxia","甘肃","gansu"
"643e3b3441bbf2c91504baaa","康乐","kangle","甘肃","gansu"
"643e3b3441bbf2c91504baab","永靖","yongjing","甘肃","gansu"
"643e3b3441bbf2c91504baac","广河","guanghe","甘肃","gansu"
"643e3b3441bbf2c91504baad","和政","hezheng","甘肃","gansu"
"643e3b3441bbf2c91504baae","东乡族","dongxiang","甘肃","gansu"
"643e3b3441bbf2c91504baaf","积石山","jishishan","甘肃","gansu"
"643e3b3441bbf2c91504bab0","临夏县","linxiaxian","甘肃","gansu"
"643e3b3441bbf2c91504bab1","陇南","longnan1","甘肃","gansu"
"643e3b3441bbf2c91504bab2","武都","wudu","甘肃","gansu"
"643e3b3441bbf2c91504bab3","成县","chengxian","甘肃","gansu"
"643e3b3441bbf2c91504bab4","文县","wenxian","甘肃","gansu"
"643e3b3441bbf2c91504bab5","宕昌","dangchang","甘肃","gansu"
"643e3b3441bbf2c91504bab6","康县","kangxian","甘肃","gansu"
"643e3b3441bbf2c91504bab7","西和","xihe","甘肃","gansu"
"643e3b3441bbf2c91504bab8","礼县","lixian1","甘肃","gansu"
"643e3b3441bbf2c91504bab9","徽县","huixian","甘肃","gansu"
"643e3b3441bbf2c91504baba","两当","liangdang","甘肃","gansu"
"643e3b3441bbf2c91504babb","平凉","pingliang","甘肃","gansu"
"643e3b3441bbf2c91504babc","泾川","jingchuan","甘肃","gansu"
"643e3b3441bbf2c91504babd","灵台","lingtai","甘肃","gansu"
"643e3b3441bbf2c91504babe","崇信","chongxin","甘肃","gansu"
"643e3b3441bbf2c91504babf","华亭","huating","甘肃","gansu"
